City,Department,Product,Unit_Price
Karachi,Marketing,Laptop,333017.7
Karachi,Marketing,Monitor,17575.96
Karachi,Marketing,Mouse,147077.36000000002
Karachi,Marketing,Phone,217301.16
Karachi,Marketing,Printer,349813.79
Karachi,Marketing,Smartwatch,45201.4
Karachi,Marketing,Webcam,438135.36
Karachi,Operations,Headphones,298016.99
Karachi,Operations,Keyboard,498879.58
Karachi,Operations,Laptop,189029.88
Karachi,Operations,Monitor,330489.57
Karachi,Operations,Mouse,612270.36
Karachi,Operations,Phone,69920.51000000001
Karachi,Operations,Printer,476802.52999999997
Karachi,Operations,Smartwatch,126407.0
Karachi,Operations,Tablet,319587.72000000003
Karachi,Sales,Headphones,401985.3
Karachi,Sales,Keyboard,49142.09
Karachi,Sales,Laptop,407021.03
Karachi,Sales,Monitor,93334.52
Karachi,Sales,Mouse,58775.06
Karachi,Sales,Phone,285359.16000000003
Karachi,Sales,Webcam,611272.7
Lahore,Finance,Headphones,185025.5
Lahore,Finance,Keyboard,577667.18
Lahore,Finance,Laptop,51414.06
Lahore,Finance,Mouse,323549.61
Lahore,Finance,Phone,216575.9
Lahore,Finance,Printer,221177.44
Lahore,Finance,Tablet,406947.18
Lahore,Finance,Webcam,782785.6
Lahore,HR,Headphones,862360.9299999999
Lahore,HR,Keyboard,414234.39
Lahore,HR,Laptop,808124.8400000001
Lahore,HR,Monitor,173538.55
Lahore,HR,Phone,117081.62
Lahore,HR,Printer,15695.93
Lahore,HR,Smartwatch,445862.86
Lahore,HR,Tablet,344149.13
Lahore,IT,Keyboard,227559.01
Lahore,IT,Laptop,615523.92
Lahore,IT,Monitor,90944.25
Lahore,IT,Mouse,251654.51
Lahore,IT,Phone,168602.18
Lahore,IT,Printer,413593.7
Lahore,IT,Smartwatch,73331.84
Lahore,IT,Tablet,60967.25
Lahore,IT,Webcam,500875.79000000004
Lahore,Marketing,Headphones,192057.27
Lahore,Marketing,Keyboard,54788.19
Lahore,Marketing,Laptop,500718.94999999995
Lahore,Marketing,Monitor,366483.7
Lahore,Marketing,Phone,144333.98
Lahore,Marketing,Printer,19925.2
Lahore,Marketing,Smartwatch,85862.08
Lahore,Marketing,Tablet,353800.56000000006
Lahore,Marketing,Webcam,220551.82
Lahore,Operations,Headphones,210484.69
Lahore,Operations,Laptop,156599.65
Lahore,Operations,Monitor,62116.81
Lahore,Operations,Mouse,371803.0
Lahore,Operations,Phone,166898.4
Lahore,Operations,Tablet,176155.85
Lahore,Operations,Webcam,173065.03
Lahore,Sales,Headphones,341150.57
Lahore,Sales,Keyboard,9090.61
Lahore,Sales,Laptop,153286.64
Lahore,Sales,Monitor,192380.75
Lahore,Sales,Printer,297288.57
Lahore,Sales,Smartwatch,180253.96
Lahore,Sales,Tablet,265191.3
Multan,Finance,Headphones,271708.22
Multan,Finance,Keyboard,78768.93
Multan,Finance,Laptop,245323.77
Multan,Finance,Monitor,553641.73
Multan,Finance,Mouse,446556.95
Multan,Finance,Phone,310530.47
Multan,Finance,Printer,4499.03
Multan,Finance,Smartwatch,103220.76
Multan,Finance,Tablet,374131.5
Multan,Finance,Webcam,87077.08
Multan,HR,Headphones,362121.77
Multan,HR,Laptop,39512.35
Multan,HR,Monitor,226435.0
Multan,HR,Phone,175967.67
Multan,HR,Printer,31300.74
Multan,HR,Smartwatch,486635.91000000003
Multan,HR,Tablet,400531.06
Multan,HR,Webcam,22600.3
Multan,IT,Headphones,27146.78
Multan,IT,Keyboard,31965.77
Multan,IT,Laptop,107871.46
Multan,IT,Monitor,54399.84
Multan,IT,Mouse,417502.18
Multan,IT,Phone,119507.36
Multan,IT,Printer,306210.92
Multan,IT,Smartwatch,75977.21
Multan,IT,Tablet,164949.56
Multan,Marketing,Headphones,291398.53
Multan,Marketing,Keyboard,111421.09
Multan,Marketing,Monitor,358664.47
Multan,Marketing,Mouse,281997.4
Multan,Marketing,Phone,100725.05
Multan,Marketing,Smartwatch,357901.89
Multan,Marketing,Tablet,232471.51
Multan,Marketing,Webcam,27102.59
Multan,Operations,Keyboard,284923.45
Multan,Operations,Monitor,518761.72
Multan,Operations,Mouse,217489.12
Multan,Operations,Phone,192594.74
Multan,Operations,Printer,142928.06
Multan,Operations,Smartwatch,496949.56
Multan,Operations,Tablet,387357.19999999995
Multan,Operations,Webcam,116969.59
Multan,Sales,Headphones,428570.07
Multan,Sales,Keyboard,669334.8300000001
Multan,Sales,Laptop,205457.07
Multan,Sales,Monitor,358030.72
Multan,Sales,Mouse,47873.89
Multan,Sales,Phone,227751.15
Multan,Sales,Printer,406594.9
Multan,Sales,Smartwatch,37548.67
Multan,Sales,Webcam,374771.78
Peshawar,Finance,Keyboard,12667.2
Peshawar,Finance,Laptop,2767.22
Peshawar,Finance,Monitor,174610.94
Peshawar,Finance,Mouse,126764.79000000001
Peshawar,Finance,Phone,433505.28
Peshawar,Finance,Printer,455279.13
Peshawar,Finance,Tablet,425672.7
Peshawar,Finance,Webcam,291368.22
Peshawar,HR,Headphones,224400.63
Peshawar,HR,Keyboard,659941.8200000001
Peshawar,HR,Laptop,127813.56999999999
Peshawar,HR,Mouse,337850.05
Peshawar,HR,Phone,556063.78
Peshawar,HR,Printer,53330.59
Peshawar,HR,Tablet,359468.91
Peshawar,HR,Webcam,185701.91
Peshawar,IT,Keyboard,47054.23
Peshawar,IT,Laptop,414783.41000000003
Peshawar,IT,Monitor,309393.63
Peshawar,IT,Printer,328450.7
Peshawar,IT,Tablet,209176.46
Peshawar,IT,Webcam,351182.79000000004
Peshawar,Marketing,Headphones,266646.72
Peshawar,Marketing,Keyboard,78883.43
Peshawar,Marketing,Laptop,822377.46
Peshawar,Marketing,Monitor,231198.13
Peshawar,Marketing,Mouse,28543.06
Peshawar,Marketing,Phone,801504.15
Peshawar,Marketing,Printer,215902.95
Peshawar,Marketing,Smartwatch,299168.84
Peshawar,Marketing,Tablet,383354.91000000003
Peshawar,Marketing,Webcam,229842.4
Peshawar,Operations,Headphones,64637.14
Peshawar,Operations,Laptop,195122.0
Peshawar,Operations,Mouse,63417.13
Peshawar,Operations,Phone,434685.39
Peshawar,Operations,Smartwatch,395292.30000000005
Peshawar,Operations,Tablet,362005.85
Peshawar,Operations,Webcam,482441.19
Peshawar,Sales,Headphones,85711.62
Peshawar,Sales,Keyboard,95399.34000000001
Peshawar,Sales,Laptop,340908.32999999996
Peshawar,Sales,Mouse,304300.47
Peshawar,Sales,Tablet,149621.74
Peshawar,Sales,Webcam,356493.64
Rawalpindi,Finance,Headphones,369134.38
Rawalpindi,Finance,Laptop,455103.97000000003
Rawalpindi,Finance,Monitor,193201.01
Rawalpindi,Finance,Mouse,493995.43
Rawalpindi,Finance,Phone,195108.46000000002
Rawalpindi,Finance,Printer,42369.74
Rawalpindi,Finance,Smartwatch,260505.95
Rawalpindi,Finance,Tablet,468523.01
Rawalpindi,Finance,Webcam,263291.44999999995
Rawalpindi,HR,Headphones,108706.74
Rawalpindi,HR,Keyboard,348820.75
Rawalpindi,HR,Laptop,127485.28
Rawalpindi,HR,Monitor,494540.05000000005
Rawalpindi,HR,Mouse,590362.4299999999
Rawalpindi,HR,Phone,14407.34
Rawalpindi,HR,Printer,73517.45
Rawalpindi,HR,Smartwatch,101168.5
Rawalpindi,HR,Tablet,189565.25
Rawalpindi,HR,Webcam,303973.70999999996
Rawalpindi,IT,Headphones,454755.61
Rawalpindi,IT,Keyboard,89567.12
Rawalpindi,IT,Laptop,429022.87
Rawalpindi,IT,Monitor,257618.84999999998
Rawalpindi,IT,Mouse,380961.56
Rawalpindi,IT,Phone,181533.29
Rawalpindi,IT,Printer,270032.88
Rawalpindi,Marketing,Keyboard,144347.97
Rawalpindi,Marketing,Laptop,184980.12
Rawalpindi,Marketing,Monitor,296750.68
Rawalpindi,Marketing,Mouse,113614.70000000001
Rawalpindi,Marketing,Phone,16980.8
Rawalpindi,Marketing,Printer,477420.48
Rawalpindi,Marketing,Smartwatch,224539.83
Rawalpindi,Marketing,Tablet,33023.11
Rawalpindi,Marketing,Webcam,120399.71
Rawalpindi,Operations,Headphones,219084.49000000002
Rawalpindi,Operations,Laptop,267452.78
Rawalpindi,Operations,Monitor,149529.44
Rawalpindi,Operations,Phone,220979.15
Rawalpindi,Operations,Printer,310538.51
Rawalpindi,Operations,Smartwatch,460740.64
Rawalpindi,Operations,Tablet,20604.91
Rawalpindi,Operations,Webcam,396776.47
Rawalpindi,Sales,Headphones,144614.46
Rawalpindi,Sales,Keyboard,46470.04
Rawalpindi,Sales,Laptop,45698.3
Rawalpindi,Sales,Monitor,178198.94
Rawalpindi,Sales,Mouse,383906.84
Rawalpindi,Sales,Phone,220692.83000000002
Rawalpindi,Sales,Printer,10432.95
Rawalpindi,Sales,Smartwatch,2242.07
Rawalpindi,Sales,Tablet,125735.38
Rawalpindi,Sales,Webcam,487421.86
Sialkot,Finance,Headphones,209861.87
Sialkot,Finance,Laptop,134616.27
Sialkot,Finance,Monitor,293253.52
Sialkot,Finance,Mouse,118420.23
Sialkot,Finance,Smartwatch,609821.09
Sialkot,Finance,Tablet,156033.2
Sialkot,Finance,Webcam,186585.28
Sialkot,HR,Headphones,578778.61
Sialkot,HR,Keyboard,48409.83
Sialkot,HR,Monitor,28095.6
Sialkot,HR,Mouse,150240.51
Sialkot,HR,Phone,37415.6
Sialkot,HR,Printer,439627.97000000003
Sialkot,HR,Tablet,227444.05
Sialkot,HR,Webcam,78257.4
Sialkot,IT,Headphones,211031.31
Sialkot,IT,Laptop,226444.31
Sialkot,IT,Monitor,84200.20999999999
Sialkot,IT,Mouse,412972.46
Sialkot,IT,Printer,339078.83
Sialkot,IT,Smartwatch,241693.18
Sialkot,IT,Tablet,373712.74
Sialkot,IT,Webcam,247576.15
Sialkot,Marketing,Keyboard,302220.82
Sialkot,Marketing,Laptop,31750.18
Sialkot,Marketing,Monitor,197526.41
Sialkot,Marketing,Mouse,115106.24
Sialkot,Marketing,Printer,239250.73
Sialkot,Marketing,Smartwatch,368142.88
Sialkot,Marketing,Webcam,465891.63
Sialkot,Operations,Headphones,421944.81
Sialkot,Operations,Keyboard,217213.65
Sialkot,Operations,Monitor,295796.58
Sialkot,Operations,Phone,295043.53
Sialkot,Operations,Printer,459021.52
Sialkot,Operations,Tablet,436791.95999999996
Sialkot,Operations,Webcam,631388.89
Sialkot,Sales,Keyboard,325154.27
Sialkot,Sales,Laptop,24625.29
Sialkot,Sales,Monitor,425046.55
Sialkot,Sales,Mouse,142044.28
Sialkot,Sales,Phone,185721.3
Sialkot,Sales,Printer,126728.49
Sialkot,Sales,Smartwatch,268100.61
Sialkot,Sales,Tablet,95839.81
Sialkot,Sales,Webcam,191383.49
